fiscal_year,month,state,volume,volume_contribution,value,value_contribution,units,notes
2025-26,August,Lakshadweep,0.56,0.0,55.68,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Madhya Pradesh,436.1,2.18,55552.05,2.24,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Maharashtra,1985.58,9.92,232558.18,9.36,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Manipur,14.85,0.07,2861.63,0.12,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Meghalaya,15.91,0.08,2008.23,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Mizoram,11.86,0.06,1704.97,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Nagaland,12.24,0.06,1752.82,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Odisha,277.85,1.39,34040.3,1.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Puducherry,18.83,0.09,2548.23,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Punjab,211.76,1.06,33563.64,1.35,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Rajasthan,541.39,2.71,74949.8,3.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Sikkim,8.11,0.04,988.11,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Tamil Nadu,799.24,3.99,118149.83,4.75,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Telangana,803.98,4.02,122333.79,4.92,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Tripura,14.59,0.07,1874.19,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Unclassified,8674.66,43.36,970860.01,39.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Uttar Pradesh,1059.4,5.29,131586.5,5.29,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,Uttarakhand,108.74,0.54,12976.53,0.52,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,August,West Bengal,436.15,2.18,62202.65,2.5,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Andaman and Nicobar Islands,3.69,0.02,551.63,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Andhra Pradesh,535.33,2.75,93508.25,3.73,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Arunachal Pradesh,21.14,0.11,2771.17,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Assam,197.75,1.02,21802.15,0.87,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Bihar,405.54,2.08,58775.41,2.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Chandigarh,26.05,0.13,3244.66,0.13,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Chhattisgarh,129.34,0.66,16474.9,0.66,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Dadra and Nagar Haveli and Daman and Diu,10.43,0.05,1115.18,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Delhi,468.19,2.4,58845.62,2.35,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Goa,30.59,0.16,4347.72,0.17,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Gujarat,501.34,2.58,74010.9,2.95,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Haryana,397.29,2.04,54916.93,2.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Himachal Pradesh,56.85,0.29,7153.07,0.29,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Jammu and Kashmir,85.58,0.44,10998.69,0.44,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Jharkhand,167.61,0.86,21496.22,0.86,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Karnataka,1067.74,5.48,144605.61,5.76,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Kerala,369.33,1.9,51875.51,2.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Ladakh,4.68,0.02,821.56,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Lakshadweep,0.54,0.0,53.09,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Madhya Pradesh,420.83,2.16,55546.05,2.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Maharashtra,1905.45,9.79,230572.42,9.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Manipur,14.39,0.07,2877.94,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Meghalaya,15.5,0.08,2093.59,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Mizoram,11.46,0.06,1702.6,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Nagaland,11.8,0.06,1754.04,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Odisha,263.74,1.35,33890.22,1.35,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Puducherry,18.45,0.09,2521.15,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Punjab,210.05,1.08,34831.65,1.39,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Rajasthan,527.21,2.71,76044.26,3.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Sikkim,8.19,0.04,1044.52,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Tamil Nadu,778.83,4.0,117090.44,4.67,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Telangana,791.46,4.07,126739.73,5.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Tripura,14.24,0.07,1891.8,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Unclassified,8428.39,43.29,984983.82,39.27,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Uttar Pradesh,1031.94,5.3,131885.79,5.26,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,Uttarakhand,111.48,0.57,13515.41,0.54,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,July,West Bengal,425.54,2.19,62144.42,2.48,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Andaman and Nicobar Islands,3.23,0.02,481.96,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Andhra Pradesh,496.56,2.7,87072.27,3.62,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Arunachal Pradesh,17.84,0.1,2271.25,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Assam,181.11,0.98,19849.88,0.83,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Bihar,393.05,2.14,59059.01,2.46,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Chandigarh,22.92,0.12,2742.47,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Chhattisgarh,120.57,0.66,15492.34,0.64,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Dadra and Nagar Haveli and Daman and Diu,9.47,0.05,1020.22,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Delhi,420.11,2.28,50811.91,2.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2025-26,June,Goa,28.76,0.16,4053.68,0.17,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
